	note	tags	spanish_verb	inf_verb	person	sing_or_plural	mood	tense	pos_neg_cmd	note1	note2
3681	〰 Resulta divertido que 〰nosotros {{c1::raigamos | rayamos::…raer…}} (nociones descabelladas de la mente del niño)	 ends_in_er irregular_form irregular_verb low_irregularity nosotros raer subjuntivo_presente 	raer	raer	1	P	S	P	0	〰 Resulta divertido que 〰nosotros 	 (nociones descabelladas de la mente del niño)
3678	〰 Resulta divertido que 〰yo {{c1::raiga | raya::…raer…}} (nociones descabelladas de la mente del niño)	 ends_in_er irregular_form irregular_verb low_irregularity raer subjuntivo_presente yo 	raer	raer	1	S	S	P	0	〰 Resulta divertido que 〰yo 	 (nociones descabelladas de la mente del niño)
3682	〰 Resulta divertido que 〰vosotros {{c1::raigáis | rayáis::…raer…}} (nociones descabelladas de la mente del niño)	 ends_in_er irregular_form irregular_verb low_irregularity raer subjuntivo_presente vosotros 	raer	raer	2	P	S	P	0	〰 Resulta divertido que 〰vosotros 	 (nociones descabelladas de la mente del niño)
3683	〰 Resulta divertido que 〰ellos/ellas/ustedes {{c1::raigan | rayan::…raer…}} (nociones descabelladas de la mente del niño)	 ellos_ellas_ustedes ends_in_er irregular_form irregular_verb low_irregularity raer subjuntivo_presente 	raer	raer	3	P	S	P	0	〰 Resulta divertido que 〰ellos/ellas/ustedes 	 (nociones descabelladas de la mente del niño)
3680	〰 Resulta divertido que 〰él/ella/usted {{c1::raiga | raya::…raer…}} (nociones descabelladas de la mente del niño)	 ends_in_er irregular_form irregular_verb low_irregularity raer subjuntivo_presente él_ella_usted 	raer	raer	3	S	S	P	0	〰 Resulta divertido que 〰él/ella/usted 	 (nociones descabelladas de la mente del niño)
3181	Mientras estoy estudiando…ella se está {{c1::rehusando::…rehusar…}} (a comer)	 ends_in_ar gerundio regular_form regular_verb rehusar 	rehusar	refusar	0	0	G	0	0	Mientras estoy estudiando…ella se está 	 (a comer)
3211	… Si pasara algo, …nosotros {{c1::rehusaríamos::…rehusar…}} (cualquier compromiso)	 condicional ends_in_ar nosotros regular_form regular_verb rehusar 	rehusar	refusar	1	P	I	C	0	… Si pasara algo, …nosotros 	 (cualquier compromiso)
3208	… Si ocurriese esto, …yo {{c1::rehusaría::…rehusar…}} (cualquier compromiso)	 condicional ends_in_ar regular_form regular_verb rehusar yo 	rehusar	refusar	1	S	I	C	0	… Si ocurriese esto, …yo 	 (cualquier compromiso)
3212	… Si aconteciese esto, …vosotros {{c1::rehusaríais::…rehusar…}} (cualquier compromiso)	 condicional ends_in_ar regular_form regular_verb rehusar vosotros 	rehusar	refusar	2	P	I	C	0	… Si aconteciese esto, …vosotros 	 (cualquier compromiso)
3213	… Si se produjera esto, …ellos/ellas/ustedes {{c1::rehusarían::…rehusar…}} (cualquier compromiso)	 condicional ellos_ellas_ustedes ends_in_ar regular_form regular_verb rehusar 	rehusar	refusar	3	P	I	C	0	… Si se produjera esto, …ellos/ellas/ustedes 	 (cualquier compromiso)
3210	… Si acaeciera algo, …él/ella/usted {{c1::rehusaría::…rehusar…}} (cualquier compromiso)	 condicional ends_in_ar regular_form regular_verb rehusar él_ella_usted 	rehusar	refusar	3	S	I	C	0	… Si acaeciera algo, …él/ella/usted 	 (cualquier compromiso)
3205	→ En el futuro, →nosotros {{c1::rehusaremos::…rehusar…}} (cualquier compromiso)	 ends_in_ar futuro nosotros regular_form regular_verb rehusar 	rehusar	refusar	1	P	I	F	0	→ En el futuro, →nosotros 	 (cualquier compromiso)
3202	→ En el futuro, →yo {{c1::rehusaré::…rehusar…}} (cualquier compromiso)	 ends_in_ar futuro regular_form regular_verb rehusar yo 	rehusar	refusar	1	S	I	F	0	→ En el futuro, →yo 	 (cualquier compromiso)
3206	→ En el futuro, →vosotros {{c1::rehusaréis::…rehusar…}} (cualquier compromiso)	 ends_in_ar futuro regular_form regular_verb rehusar vosotros 	rehusar	refusar	2	P	I	F	0	→ En el futuro, →vosotros 	 (cualquier compromiso)
3207	→ En el futuro, →ellos/ellas/ustedes {{c1::rehusarán::…rehusar…}} (cualquier compromiso)	 ellos_ellas_ustedes ends_in_ar futuro regular_form regular_verb rehusar 	rehusar	refusar	3	P	I	F	0	→ En el futuro, →ellos/ellas/ustedes 	 (cualquier compromiso)
3204	→ En el futuro, →él/ella/usted {{c1::rehusará::…rehusar…}} (cualquier compromiso)	 ends_in_ar futuro regular_form regular_verb rehusar él_ella_usted 	rehusar	refusar	3	S	I	F	0	→ En el futuro, →él/ella/usted 	 (cualquier compromiso)
3193	⇠ En esa época, a menudo, ⇠nosotros {{c1::rehusábamos::…rehusar…}} (cualquier compromiso)	 ends_in_ar imperfecto nosotros regular_form regular_verb rehusar 	rehusar	refusar	1	P	I	I	0	⇠ En esa época, a menudo, ⇠nosotros 	 (cualquier compromiso)
3190	⇠ En esa época, a menudo, ⇠yo {{c1::rehusaba::…rehusar…}} (cualquier compromiso)	 ends_in_ar imperfecto regular_form regular_verb rehusar yo 	rehusar	refusar	1	S	I	I	0	⇠ En esa época, a menudo, ⇠yo 	 (cualquier compromiso)
3194	⇠ En esa época, a menudo, ⇠vosotros {{c1::rehusabais::…rehusar…}} (cualquier compromiso)	 ends_in_ar imperfecto regular_form regular_verb rehusar vosotros 	rehusar	refusar	2	P	I	I	0	⇠ En esa época, a menudo, ⇠vosotros 	 (cualquier compromiso)
3195	⇠ En esa época, a menudo, ⇠ellos/ellas/ustedes {{c1::rehusaban::…rehusar…}} (cualquier compromiso)	 ellos_ellas_ustedes ends_in_ar imperfecto regular_form regular_verb rehusar 	rehusar	refusar	3	P	I	I	0	⇠ En esa época, a menudo, ⇠ellos/ellas/ustedes 	 (cualquier compromiso)
3192	⇠ En esa época, a menudo, ⇠él/ella/usted {{c1::rehusaba::…rehusar…}} (cualquier compromiso)	 ends_in_ar imperfecto regular_form regular_verb rehusar él_ella_usted 	rehusar	refusar	3	S	I	I	0	⇠ En esa época, a menudo, ⇠él/ella/usted 	 (cualquier compromiso)
3187	⊙ Ahora mismo, ⊙nosotros {{c1::rehusamos::…rehusar…}} (cualquier compromiso)	 ends_in_ar nosotros presente regular_form regular_verb rehusar 	rehusar	refusar	1	P	I	P	0	⊙ Ahora mismo, ⊙nosotros 	 (cualquier compromiso)
3183	⊙ Ahora mismo, ⊙yo {{c1::rehúso::…rehusar…}} (cualquier compromiso)	 ends_in_ar presente regular_form regular_spelling_change regular_verb rehusar yo 	rehusar	refusar	1	S	I	P	0	⊙ Ahora mismo, ⊙yo 	 (cualquier compromiso)
3188	⊙ Ahora mismo, ⊙vosotros {{c1::rehusáis::…rehusar…}} (cualquier compromiso)	 ends_in_ar presente regular_form regular_verb rehusar vosotros 	rehusar	refusar	2	P	I	P	0	⊙ Ahora mismo, ⊙vosotros 	 (cualquier compromiso)
3189	⊙ Ahora mismo, ⊙ellos/ellas/ustedes {{c1::rehúsan::…rehusar…}} (cualquier compromiso)	 ellos_ellas_ustedes ends_in_ar presente regular_form regular_spelling_change regular_verb rehusar 	rehusar	refusar	3	P	I	P	0	⊙ Ahora mismo, ⊙ellos/ellas/ustedes 	 (cualquier compromiso)
3186	⊙ Ahora mismo, ⊙él/ella/usted {{c1::rehúsa::…rehusar…}} (cualquier compromiso)	 ends_in_ar presente regular_form regular_spelling_change regular_verb rehusar él_ella_usted 	rehusar	refusar	3	S	I	P	0	⊙ Ahora mismo, ⊙él/ella/usted 	 (cualquier compromiso)
3199	↧ En aquel momento ↧nosotros {{c1::rehusamos::…rehusar…}} (cualquier compromiso)	 ends_in_ar indefinido nosotros regular_form regular_verb rehusar 	rehusar	refusar	1	P	I	passat_perifrastic	0	↧ En aquel momento ↧nosotros 	 (cualquier compromiso)
3196	↧ En aquel momento ↧yo {{c1::rehusé::…rehusar…}} (cualquier compromiso)	 ends_in_ar indefinido regular_form regular_verb rehusar yo 	rehusar	refusar	1	S	I	passat_perifrastic	0	↧ En aquel momento ↧yo 	 (cualquier compromiso)
3200	↧ En aquel momento ↧vosotros {{c1::rehusasteis::…rehusar…}} (cualquier compromiso)	 ends_in_ar indefinido regular_form regular_verb rehusar vosotros 	rehusar	refusar	2	P	I	passat_perifrastic	0	↧ En aquel momento ↧vosotros 	 (cualquier compromiso)
3201	↧ En aquel momento ↧ellos/ellas/ustedes {{c1::rehusaron::…rehusar…}} (cualquier compromiso)	 ellos_ellas_ustedes ends_in_ar indefinido regular_form regular_verb rehusar 	rehusar	refusar	3	P	I	passat_perifrastic	0	↧ En aquel momento ↧ellos/ellas/ustedes 	 (cualquier compromiso)
3198	↧ En aquel momento ↧él/ella/usted {{c1::rehusó::…rehusar…}} (cualquier compromiso)	 ends_in_ar indefinido regular_form regular_verb rehusar él_ella_usted 	rehusar	refusar	3	S	I	passat_perifrastic	0	↧ En aquel momento ↧él/ella/usted 	 (cualquier compromiso)
3230	Vámonos equipo, por favor,¡ (que) {{c1::rehusemos::…rehusar…}} (cualquier compromiso) !(nosotros)	 ends_in_ar imperativo nosotros regular_form regular_verb rehusar 	rehusar	refusar	1	P	M	0	pos	Vámonos equipo, por favor,¡ (que) 	 (cualquier compromiso) !(nosotros)
3231	Tú y tú, por favor,¡ {{c1::rehusad::…rehusar…}} (cualquier compromiso) !(vosotros)	 ends_in_ar imperativo regular_form regular_verb rehusar vosotros 	rehusar	refusar	2	P	M	0	pos	Tú y tú, por favor,¡ 	 (cualquier compromiso) !(vosotros)
3232	Señores, por favor,¡ (que) {{c1::rehúsen::…rehusar…}} (cualquier compromiso) ! (ellos/ellas/ustedes)	 ellos_ellas_ustedes ends_in_ar imperativo regular_form regular_spelling_change regular_verb rehusar 	rehusar	refusar	3	P	M	0	pos	Señores, por favor,¡ (que) 	 (cualquier compromiso) ! (ellos/ellas/ustedes)
3229	Señora, por favor,¡ (que) {{c1::rehúse::…rehusar…}} (cualquier compromiso) !(él/ella/usted)	 ends_in_ar imperativo regular_form regular_spelling_change regular_verb rehusar él_ella_usted 	rehusar	refusar	3	S	M	0	pos	Señora, por favor,¡ (que) 	 (cualquier compromiso) !(él/ella/usted)
3182	Hugo se ha {{c1::rehusado::…rehusar…}} (a comer)	 ends_in_ar participio regular_form regular_verb rehusar 	rehusar	refusar	0	S	P	0	0	Hugo se ha 	 (a comer)
3223	↫ Fue sorprendente que ↫nosotros {{c1::rehusáramos | rehusásemos::…rehusar…}} (cualquier compromiso)	 ends_in_ar nosotros regular_form regular_verb rehusar subjuntivo_pasado 	rehusar	refusar	1	P	S	I	0	↫ Fue sorprendente que ↫nosotros 	 (cualquier compromiso)
3220	↫ Fue sorprendente que ↫yo {{c1::rehusara | rehusase::…rehusar…}} (cualquier compromiso)	 ends_in_ar regular_form regular_verb rehusar subjuntivo_pasado yo 	rehusar	refusar	1	S	S	I	0	↫ Fue sorprendente que ↫yo 	 (cualquier compromiso)
3224	↫ Fue sorprendente que ↫vosotros {{c1::rehusarais | rehusaseis::…rehusar…}} (cualquier compromiso)	 ends_in_ar regular_form regular_verb rehusar subjuntivo_pasado vosotros 	rehusar	refusar	2	P	S	I	0	↫ Fue sorprendente que ↫vosotros 	 (cualquier compromiso)
3225	↫ Fue sorprendente que ↫ellos/ellas/ustedes {{c1::rehusaran | rehusasen::…rehusar…}} (cualquier compromiso)	 ellos_ellas_ustedes ends_in_ar regular_form regular_verb rehusar subjuntivo_pasado 	rehusar	refusar	3	P	S	I	0	↫ Fue sorprendente que ↫ellos/ellas/ustedes 	 (cualquier compromiso)
3222	↫ Fue sorprendente que ↫él/ella/usted {{c1::rehusara | rehusase::…rehusar…}} (cualquier compromiso)	 ends_in_ar regular_form regular_verb rehusar subjuntivo_pasado él_ella_usted 	rehusar	refusar	3	S	S	I	0	↫ Fue sorprendente que ↫él/ella/usted 	 (cualquier compromiso)
3217	〰 Resulta divertido que 〰nosotros {{c1::rehusemos::…rehusar…}} (cualquier compromiso)	 ends_in_ar nosotros regular_form regular_verb rehusar subjuntivo_presente 	rehusar	refusar	1	P	S	P	0	〰 Resulta divertido que 〰nosotros 	 (cualquier compromiso)
3214	〰 Resulta divertido que 〰yo {{c1::rehúse::…rehusar…}} (cualquier compromiso)	 ends_in_ar regular_form regular_spelling_change regular_verb rehusar subjuntivo_presente yo 	rehusar	refusar	1	S	S	P	0	〰 Resulta divertido que 〰yo 	 (cualquier compromiso)
3218	〰 Resulta divertido que 〰vosotros {{c1::rehuséis::…rehusar…}} (cualquier compromiso)	 ends_in_ar regular_form regular_verb rehusar subjuntivo_presente vosotros 	rehusar	refusar	2	P	S	P	0	〰 Resulta divertido que 〰vosotros 	 (cualquier compromiso)
3219	〰 Resulta divertido que 〰ellos/ellas/ustedes {{c1::rehúsen::…rehusar…}} (cualquier compromiso)	 ellos_ellas_ustedes ends_in_ar regular_form regular_spelling_change regular_verb rehusar subjuntivo_presente 	rehusar	refusar	3	P	S	P	0	〰 Resulta divertido que 〰ellos/ellas/ustedes 	 (cualquier compromiso)
3216	〰 Resulta divertido que 〰él/ella/usted {{c1::rehúse::…rehusar…}} (cualquier compromiso)	 ends_in_ar regular_form regular_spelling_change regular_verb rehusar subjuntivo_presente él_ella_usted 	rehusar	refusar	3	S	S	P	0	〰 Resulta divertido que 〰él/ella/usted 	 (cualquier compromiso)
2079	Mientras estoy estudiando…ella se está {{c1::reuniendo::…reunir…}} (con sus colegas)	 ends_in_ir gerundio irregular_verb low_irregularity regular_form reunir 	reunir	reunir	0	0	G	0	0	Mientras estoy estudiando…ella se está 	 (con sus colegas)
2109	… Si pasara algo, …nosotros {{c1::reuniríamos::…reunir…}} (a los amigos)	 condicional ends_in_ir irregular_verb low_irregularity nosotros regular_form reunir 	reunir	reunir	1	P	I	C	0	… Si pasara algo, …nosotros 	 (a los amigos)
2106	… Si ocurriese esto, …yo {{c1::reuniría::…reunir…}} (a los amigos)	 condicional ends_in_ir irregular_verb low_irregularity regular_form reunir yo 	reunir	reunir	1	S	I	C	0	… Si ocurriese esto, …yo 	 (a los amigos)
2110	… Si aconteciese esto, …vosotros {{c1::reuniríais::…reunir…}} (a los amigos)	 condicional ends_in_ir irregular_verb low_irregularity regular_form reunir vosotros 	reunir	reunir	2	P	I	C	0	… Si aconteciese esto, …vosotros 	 (a los amigos)
2111	… Si se produjera esto, …ellos/ellas/ustedes {{c1::reunirían::…reunir…}} (a los amigos)	 condicional ellos_ellas_ustedes ends_in_ir irregular_verb low_irregularity regular_form reunir 	reunir	reunir	3	P	I	C	0	… Si se produjera esto, …ellos/ellas/ustedes 	 (a los amigos)
2108	… Si acaeciera algo, …él/ella/usted {{c1::reuniría::…reunir…}} (a los amigos)	 condicional ends_in_ir irregular_verb low_irregularity regular_form reunir él_ella_usted 	reunir	reunir	3	S	I	C	0	… Si acaeciera algo, …él/ella/usted 	 (a los amigos)
2103	→ En el futuro, →nosotros {{c1::reuniremos::…reunir…}} (a los amigos)	 ends_in_ir futuro irregular_verb low_irregularity nosotros regular_form reunir 	reunir	reunir	1	P	I	F	0	→ En el futuro, →nosotros 	 (a los amigos)
2100	→ En el futuro, →yo {{c1::reuniré::…reunir…}} (a los amigos)	 ends_in_ir futuro irregular_verb low_irregularity regular_form reunir yo 	reunir	reunir	1	S	I	F	0	→ En el futuro, →yo 	 (a los amigos)
2104	→ En el futuro, →vosotros {{c1::reuniréis::…reunir…}} (a los amigos)	 ends_in_ir futuro irregular_verb low_irregularity regular_form reunir vosotros 	reunir	reunir	2	P	I	F	0	→ En el futuro, →vosotros 	 (a los amigos)
2105	→ En el futuro, →ellos/ellas/ustedes {{c1::reunirán::…reunir…}} (a los amigos)	 ellos_ellas_ustedes ends_in_ir futuro irregular_verb low_irregularity regular_form reunir 	reunir	reunir	3	P	I	F	0	→ En el futuro, →ellos/ellas/ustedes 	 (a los amigos)
2102	→ En el futuro, →él/ella/usted {{c1::reunirá::…reunir…}} (a los amigos)	 ends_in_ir futuro irregular_verb low_irregularity regular_form reunir él_ella_usted 	reunir	reunir	3	S	I	F	0	→ En el futuro, →él/ella/usted 	 (a los amigos)
2091	⇠ En esa época, a menudo, ⇠nosotros {{c1::reuníamos::…reunir…}} (a los amigos)	 ends_in_ir imperfecto irregular_verb low_irregularity nosotros regular_form reunir 	reunir	reunir	1	P	I	I	0	⇠ En esa época, a menudo, ⇠nosotros 	 (a los amigos)
2088	⇠ En esa época, a menudo, ⇠yo {{c1::reunía::…reunir…}} (a los amigos)	 ends_in_ir imperfecto irregular_verb low_irregularity regular_form reunir yo 	reunir	reunir	1	S	I	I	0	⇠ En esa época, a menudo, ⇠yo 	 (a los amigos)
2092	⇠ En esa época, a menudo, ⇠vosotros {{c1::reuníais::…reunir…}} (a los amigos)	 ends_in_ir imperfecto irregular_verb low_irregularity regular_form reunir vosotros 	reunir	reunir	2	P	I	I	0	⇠ En esa época, a menudo, ⇠vosotros 	 (a los amigos)
2093	⇠ En esa época, a menudo, ⇠ellos/ellas/ustedes {{c1::reunían::…reunir…}} (a los amigos)	 ellos_ellas_ustedes ends_in_ir imperfecto irregular_verb low_irregularity regular_form reunir 	reunir	reunir	3	P	I	I	0	⇠ En esa época, a menudo, ⇠ellos/ellas/ustedes 	 (a los amigos)
2090	⇠ En esa época, a menudo, ⇠él/ella/usted {{c1::reunía::…reunir…}} (a los amigos)	 ends_in_ir imperfecto irregular_verb low_irregularity regular_form reunir él_ella_usted 	reunir	reunir	3	S	I	I	0	⇠ En esa época, a menudo, ⇠él/ella/usted 	 (a los amigos)
2085	⊙ Ahora mismo, ⊙nosotros {{c1::reunimos::…reunir…}} (a los amigos)	 ends_in_ir irregular_verb low_irregularity nosotros presente regular_form reunir 	reunir	reunir	1	P	I	P	0	⊙ Ahora mismo, ⊙nosotros 	 (a los amigos)
2081	⊙ Ahora mismo, ⊙yo {{c1::reúno::…reunir…}} (a los amigos)	 ends_in_ir irregular_form irregular_verb low_irregularity presente reunir yo 	reunir	reunir	1	S	I	P	0	⊙ Ahora mismo, ⊙yo 	 (a los amigos)
2086	⊙ Ahora mismo, ⊙vosotros {{c1::reunís::…reunir…}} (a los amigos)	 ends_in_ir irregular_verb low_irregularity presente regular_form reunir vosotros 	reunir	reunir	2	P	I	P	0	⊙ Ahora mismo, ⊙vosotros 	 (a los amigos)
2087	⊙ Ahora mismo, ⊙ellos/ellas/ustedes {{c1::reúnen::…reunir…}} (a los amigos)	 ellos_ellas_ustedes ends_in_ir irregular_form irregular_verb low_irregularity presente reunir 	reunir	reunir	3	P	I	P	0	⊙ Ahora mismo, ⊙ellos/ellas/ustedes 	 (a los amigos)
2084	⊙ Ahora mismo, ⊙él/ella/usted {{c1::reúne::…reunir…}} (a los amigos)	 ends_in_ir in_the_wild irregular_form irregular_verb low_irregularity modismo presente reunir él_ella_usted 	reunir	reunir	3	S	I	P	0	⊙ Ahora mismo, ⊙él/ella/usted 	 (a los amigos)
2097	↧ En aquel momento ↧nosotros {{c1::reunimos::…reunir…}} (a los amigos)	 ends_in_ir indefinido irregular_verb low_irregularity nosotros regular_form reunir 	reunir	reunir	1	P	I	passat_perifrastic	0	↧ En aquel momento ↧nosotros 	 (a los amigos)
2094	↧ En aquel momento ↧yo {{c1::reuní::…reunir…}} (a los amigos)	 ends_in_ir indefinido irregular_verb low_irregularity regular_form reunir yo 	reunir	reunir	1	S	I	passat_perifrastic	0	↧ En aquel momento ↧yo 	 (a los amigos)
2098	↧ En aquel momento ↧vosotros {{c1::reunisteis::…reunir…}} (a los amigos)	 ends_in_ir indefinido irregular_verb low_irregularity regular_form reunir vosotros 	reunir	reunir	2	P	I	passat_perifrastic	0	↧ En aquel momento ↧vosotros 	 (a los amigos)
2099	↧ En aquel momento ↧ellos/ellas/ustedes {{c1::reunieron::…reunir…}} (a los amigos)	 ellos_ellas_ustedes ends_in_ir indefinido irregular_verb low_irregularity regular_form reunir 	reunir	reunir	3	P	I	passat_perifrastic	0	↧ En aquel momento ↧ellos/ellas/ustedes 	 (a los amigos)
2096	↧ En aquel momento ↧él/ella/usted {{c1::reunió::…reunir…}} (a los amigos)	 ends_in_ir indefinido irregular_verb low_irregularity regular_form reunir él_ella_usted 	reunir	reunir	3	S	I	passat_perifrastic	0	↧ En aquel momento ↧él/ella/usted 	 (a los amigos)
2128	Vámonos equipo, por favor,¡ (que) {{c1::reunamos::…reunir…}} (a los familiares), ya !(nosotros)	 ends_in_ir imperativo irregular_verb low_irregularity nosotros regular_form reunir 	reunir	reunir	1	P	M	0	pos	Vámonos equipo, por favor,¡ (que) 	 (a los familiares), ya !(nosotros)
2129	Tú y tú, por favor,¡ {{c1::reunid::…reunir…}} (a los familiares), ya !(vosotros)	 ends_in_ir imperativo irregular_verb low_irregularity regular_form reunir vosotros 	reunir	reunir	2	P	M	0	pos	Tú y tú, por favor,¡ 	 (a los familiares), ya !(vosotros)
2130	Señores, por favor,¡ (que) {{c1::reúnan::…reunir…}} (a los familiares), ya ! (ellos/ellas/ustedes)	 ellos_ellas_ustedes ends_in_ir imperativo irregular_form irregular_verb low_irregularity reunir 	reunir	reunir	3	P	M	0	pos	Señores, por favor,¡ (que) 	 (a los familiares), ya ! (ellos/ellas/ustedes)
2127	Señora, por favor,¡ (que) {{c1::reúna::…reunir…}} (a los familiares), ya !(él/ella/usted)	 ends_in_ir imperativo irregular_form irregular_verb low_irregularity reunir él_ella_usted 	reunir	reunir	3	S	M	0	pos	Señora, por favor,¡ (que) 	 (a los familiares), ya !(él/ella/usted)
2080	Hugo se ha {{c1::reunido::…reunir…}} (con sus colegas)	 ends_in_ir irregular_verb low_irregularity participio regular_form reunir 	reunir	reunir	0	S	P	0	0	Hugo se ha 	 (con sus colegas)
2121	↫ Fue sorprendente que ↫nosotros {{c1::reuniéramos | reuniésemos::…reunir…}} (a los amigos)	 ends_in_ir irregular_verb low_irregularity nosotros regular_form reunir subjuntivo_pasado 	reunir	reunir	1	P	S	I	0	↫ Fue sorprendente que ↫nosotros 	 (a los amigos)
2118	↫ Fue sorprendente que ↫yo {{c1::reuniera | reuniese::…reunir…}} (a los amigos)	 ends_in_ir irregular_verb low_irregularity regular_form reunir subjuntivo_pasado yo 	reunir	reunir	1	S	S	I	0	↫ Fue sorprendente que ↫yo 	 (a los amigos)
2122	↫ Fue sorprendente que ↫vosotros {{c1::reunierais | reunieseis::…reunir…}} (a los amigos)	 ends_in_ir irregular_verb low_irregularity regular_form reunir subjuntivo_pasado vosotros 	reunir	reunir	2	P	S	I	0	↫ Fue sorprendente que ↫vosotros 	 (a los amigos)
2123	↫ Fue sorprendente que ↫ellos/ellas/ustedes {{c1::reunieran | reuniesen::…reunir…}} (a los amigos)	 ellos_ellas_ustedes ends_in_ir irregular_verb low_irregularity regular_form reunir subjuntivo_pasado 	reunir	reunir	3	P	S	I	0	↫ Fue sorprendente que ↫ellos/ellas/ustedes 	 (a los amigos)
2120	↫ Fue sorprendente que ↫él/ella/usted {{c1::reuniera | reuniese::…reunir…}} (a los amigos)	 ends_in_ir irregular_verb low_irregularity regular_form reunir subjuntivo_pasado él_ella_usted 	reunir	reunir	3	S	S	I	0	↫ Fue sorprendente que ↫él/ella/usted 	 (a los amigos)
2115	〰 Resulta divertido que 〰nosotros {{c1::reunamos::…reunir…}} (a los amigos)	 ends_in_ir irregular_verb low_irregularity nosotros regular_form reunir subjuntivo_presente 	reunir	reunir	1	P	S	P	0	〰 Resulta divertido que 〰nosotros 	 (a los amigos)
2112	〰 Resulta divertido que 〰yo {{c1::reúna::…reunir…}} (a los amigos)	 ends_in_ir irregular_form irregular_verb low_irregularity reunir subjuntivo_presente yo 	reunir	reunir	1	S	S	P	0	〰 Resulta divertido que 〰yo 	 (a los amigos)
2116	〰 Resulta divertido que 〰vosotros {{c1::reunáis::…reunir…}} (a los amigos)	 ends_in_ir irregular_verb low_irregularity regular_form reunir subjuntivo_presente vosotros 	reunir	reunir	2	P	S	P	0	〰 Resulta divertido que 〰vosotros 	 (a los amigos)
2117	〰 Resulta divertido que 〰ellos/ellas/ustedes {{c1::reúnan::…reunir…}} (a los amigos)	 ellos_ellas_ustedes ends_in_ir irregular_form irregular_verb low_irregularity reunir subjuntivo_presente 	reunir	reunir	3	P	S	P	0	〰 Resulta divertido que 〰ellos/ellas/ustedes 	 (a los amigos)
2114	〰 Resulta divertido que 〰él/ella/usted {{c1::reúna::…reunir…}} (a los amigos)	 ends_in_ir irregular_form irregular_verb low_irregularity reunir subjuntivo_presente él_ella_usted 	reunir	reunir	3	S	S	P	0	〰 Resulta divertido que 〰él/ella/usted 	 (a los amigos)
745	Mientras estoy estudiando…ella está {{c1::sabiendo::…saber…}} (aprovechar su tiempo libre)	 ends_in_er extreme_irregularity gerundio irregular_verb regular_form saber 	saber	saber	0	0	G	0	0	Mientras estoy estudiando…ella está 	 (aprovechar su tiempo libre)
775	… Si pasara algo, …nosotros {{c1::sabríamos::…saber…}} (de qué se trata)	 condicional ends_in_er extreme_irregularity irregular_form irregular_verb nosotros saber 	saber	saber	1	P	I	C	0	… Si pasara algo, …nosotros 	 (de qué se trata)
772	… Si ocurriese esto, …yo {{c1::sabría::…saber…}} (de qué se trata)	 condicional ends_in_er extreme_irregularity irregular_form irregular_verb saber yo 	saber	saber	1	S	I	C	0	… Si ocurriese esto, …yo 	 (de qué se trata)
776	… Si aconteciese esto, …vosotros {{c1::sabríais::…saber…}} (de qué se trata)	 condicional ends_in_er extreme_irregularity irregular_form irregular_verb saber vosotros 	saber	saber	2	P	I	C	0	… Si aconteciese esto, …vosotros 	 (de qué se trata)
777	… Si se produjera esto, …ellos/ellas/ustedes {{c1::sabrían::…saber…}} (de qué se trata)	 condicional ellos_ellas_ustedes ends_in_er extreme_irregularity irregular_form irregular_verb saber 	saber	saber	3	P	I	C	0	… Si se produjera esto, …ellos/ellas/ustedes 	 (de qué se trata)
774	… Si acaeciera algo, …él/ella/usted {{c1::sabría::…saber…}} (de qué se trata)	 condicional ends_in_er extreme_irregularity irregular_form irregular_verb saber él_ella_usted 	saber	saber	3	S	I	C	0	… Si acaeciera algo, …él/ella/usted 	 (de qué se trata)
769	→ En el futuro, →nosotros {{c1::sabremos::…saber…}} (de qué se trata)	 ends_in_er extreme_irregularity futuro irregular_form irregular_verb nosotros saber 	saber	saber	1	P	I	F	0	→ En el futuro, →nosotros 	 (de qué se trata)
766	→ En el futuro, →yo {{c1::sabré::…saber…}} (de qué se trata)	 ends_in_er extreme_irregularity futuro irregular_form irregular_verb saber yo 	saber	saber	1	S	I	F	0	→ En el futuro, →yo 	 (de qué se trata)
770	→ En el futuro, →vosotros {{c1::sabréis::…saber…}} (de qué se trata)	 ends_in_er extreme_irregularity futuro irregular_form irregular_verb saber vosotros 	saber	saber	2	P	I	F	0	→ En el futuro, →vosotros 	 (de qué se trata)
771	→ En el futuro, →ellos/ellas/ustedes {{c1::sabrán::…saber…}} (de qué se trata)	 ellos_ellas_ustedes ends_in_er extreme_irregularity futuro irregular_form irregular_verb saber 	saber	saber	3	P	I	F	0	→ En el futuro, →ellos/ellas/ustedes 	 (de qué se trata)
768	→ En el futuro, →él/ella/usted {{c1::sabrá::…saber…}} (de qué se trata)	 ends_in_er extreme_irregularity futuro irregular_form irregular_verb saber él_ella_usted 	saber	saber	3	S	I	F	0	→ En el futuro, →él/ella/usted 	 (de qué se trata)
757	⇠ En esa época, a menudo, ⇠nosotros {{c1::sabíamos::…saber…}} (de qué se trataba)	 ends_in_er extreme_irregularity imperfecto irregular_verb nosotros regular_form saber 	saber	saber	1	P	I	I	0	⇠ En esa época, a menudo, ⇠nosotros 	 (de qué se trataba)
754	⇠ En esa época, a menudo, ⇠yo {{c1::sabía::…saber…}} (de qué se trataba)	 ends_in_er extreme_irregularity imperfecto irregular_verb regular_form saber yo 	saber	saber	1	S	I	I	0	⇠ En esa época, a menudo, ⇠yo 	 (de qué se trataba)
