note|tags|spanish_verb|inf_verb|person|sing_or_plural|mood|tense|pos_neg_cmd|context_phrase|cast_note|conj_verb|code|region|verb_type|gender|haver_verb|anar_verb|note1|note2|cat_note|tense_tag|mood_tag|ending_tag|pronoun_tag|cat_tags
Mujer, si us plau,  no {{c1::bendigas::…bendecir…}} (la bona sort) !(tu)| bendecir ends_in_ir high_irregularity imperativo irregular_form irregular_verb negative_imperativo tú_vos |bendecir|beneir|2|S|M|0|neg|la buena suerte|Mujer, por favor,¡ no {{c1::bendigas::…bendecir…}} (la buena suerte) !(tú/vos)|beneeixis|VMSP2S0Y|central|M|0|||Mujer, si us plau,  no | (la bona sort) !(tu)|Mujer, si us plau,  no {{c1::beneeixis::…beneir…}} (la bona sort) !(tu)||imperatiu|-ir|tu| imperatiu -ir tu beneir 
Senjora, si us plau,  (que) {{c1::bendiga::…bendecir…}} (la bona sort) !(ell/ella/vostè)| bendecir ends_in_ir high_irregularity imperativo irregular_form irregular_verb él_ella_usted |bendecir|beneir|3|S|M|0|pos|que|Señora, por favor,¡ (que) {{c1::bendiga::…bendecir…}} (la buena suerte) !(él/ella/usted)|beneeixi|VMM03S0Y|central|M|0|||Senjora, si us plau,  (que) | (la bona sort) !(ell/ella/vostè)|Senjora, si us plau,  (que) {{c1::beneeixi::…beneir…}} (la bona sort) !(ell/ella/vostè)||imperatiu|-ir|ell/ella/vostè| imperatiu -ir ell/ella/vostè beneir 
Vosaltres equip, si us plau,  (que) {{c1::bendigamos::…bendecir…}} (la bona sort) !(nosaltres)| bendecir ends_in_ir high_irregularity imperativo irregular_form irregular_verb nosotros |bendecir|beneir|1|P|M|0|pos|que|Vámonos equipo, por favor,¡ (que) {{c1::bendigamos::…bendecir…}} (la buena suerte) !(nosotros)|beneïm|VMM01P00|central|M|0|||Vosaltres equip, si us plau,  (que) | (la bona sort) !(nosaltres)|Vosaltres equip, si us plau,  (que) {{c1::beneïm::…beneir…}} (la bona sort) !(nosaltres)||imperatiu|-ir|nosaltres| imperatiu -ir nosaltres beneir 
Tu i tu, si us plau,  {{c1::bendecid::…bendecir…}} (la bona sort) !(vosaltres)| bendecir ends_in_ir high_irregularity imperativo irregular_verb regular_form vosotros |bendecir|beneir|2|P|M|0|pos|la buena suerte|Tú y tú, por favor,¡ {{c1::bendecid::…bendecir…}} (la buena suerte) !(vosotros)|beneïu|VMM02P00|central|M|0|||Tu i tu, si us plau,  | (la bona sort) !(vosaltres)|Tu i tu, si us plau,  {{c1::beneïu::…beneir…}} (la bona sort) !(vosaltres)||imperatiu|-ir|vosaltres| imperatiu -ir vosaltres beneir 
Senjors, si us plau,  (que) {{c1::bendigan::…bendecir…}} (la bona sort) ! (ells/elles/vostès)| bendecir ellos_ellas_ustedes ends_in_ir high_irregularity imperativo irregular_form irregular_verb |bendecir|beneir|3|P|M|0|pos|que|Señores, por favor,¡ (que) {{c1::bendigan::…bendecir…}} (la buena suerte) ! (ellos/ellas/ustedes)|beneeixin|VMM03P0Y|central|M|0|||Senjors, si us plau,  (que) | (la bona sort) ! (ells/elles/vostès)|Senjors, si us plau,  (que) {{c1::beneeixin::…beneir…}} (la bona sort) ! (ells/elles/vostès)||imperatiu|-ir|ells/elles/vostès| imperatiu -ir ells/elles/vostès beneir 
A mesura que estic estudiant…ella està {{c1::complaciendo::…complacer…}} (a l'amo)| complacer ends_in_er gerundio irregular_verb moderate_irregularity regular_form |complacer|complaure|0|0|G|0|0|al dueño|Mientras estoy estudiando…ella está {{c1::complaciendo::…complacer…}} (al dueño)|complaent|VMG00000|central|M|0|||A mesura que estic estudiant…ella està | (a l'amo)|A mesura que estic estudiant…ella està {{c1::complaent::…complaure…}} (a l'amo)||gerundi|-re|| gerundi -re complaure 
Hugo ha {{c1::complacido::…complacer…}} (a l'amo)| complacer ends_in_er irregular_verb moderate_irregularity participio regular_form |complacer|complaure|0|S|P|0|0|al dueño|Hugo ha {{c1::complacido::…complacer…}} (al dueño)|complagut|VMP00SM0|central|M|M|||Hugo ha | (a l'amo)|Hugo ha {{c1::complagut::…complaure…}} (a l'amo)||participi|-re|| participi -re complaure 
⊙ Ara mateix, ⊙jo {{c1::complazco::…complacer…}} (a l'amo)| complacer ends_in_er irregular_form irregular_verb moderate_irregularity presente yo |complacer|complaure|1|S|I|P|0|al dueño|⊙ Ahora mismo, ⊙yo {{c1::complazco::…complacer…}} (al dueño)|complac|VMIP1S00|central|M|0|||⊙ Ara mateix, ⊙jo | (a l'amo)|⊙ Ara mateix, ⊙jo {{c1::complac::…complaure…}} (a l'amo)|present|indicatiu|-re|jo| present indicatiu -re jo complaure 
⊙ Ara mateix, ⊙tu {{c1::complaces::…complacer…}} (a l'amo)| complacer ends_in_er irregular_verb moderate_irregularity presente regular_form tú tú_vos |complacer|complaure|2|S|I|P|0|al dueño|⊙ Ahora mismo, ⊙tú {{c1::complaces::…complacer…}} (al dueño)|complaus|VMIP2S00|central|M|0|||⊙ Ara mateix, ⊙tu | (a l'amo)|⊙ Ara mateix, ⊙tu {{c1::complaus::…complaure…}} (a l'amo)|present|indicatiu|-re|tu| present indicatiu -re tu complaure 
⊙ Ara mateix, ⊙ell/ella/vostè {{c1::complace::…complacer…}} (a l'amo)| complacer ends_in_er in_the_wild irregular_verb moderate_irregularity modismo presente regular_form él_ella_usted |complacer|complaure|3|S|I|P|0|al dueño|⊙ Ahora mismo, ⊙él/ella/usted {{c1::complace::…complacer…}} (al dueño)|complau|VMIP3S00|central|M|0|||⊙ Ara mateix, ⊙ell/ella/vostè | (a l'amo)|⊙ Ara mateix, ⊙ell/ella/vostè {{c1::complau::…complaure…}} (a l'amo)|present|indicatiu|-re|ell/ella/vostè| present indicatiu -re ell/ella/vostè complaure 
⊙ Ara mateix, ⊙nosaltres {{c1::complacemos::…complacer…}} (a l'amo)| complacer ends_in_er irregular_verb moderate_irregularity nosotros presente regular_form |complacer|complaure|1|P|I|P|0|al dueño|⊙ Ahora mismo, ⊙nosotros {{c1::complacemos::…complacer…}} (al dueño)|complaem|VMIP1P00|central|M|0|||⊙ Ara mateix, ⊙nosaltres | (a l'amo)|⊙ Ara mateix, ⊙nosaltres {{c1::complaem::…complaure…}} (a l'amo)|present|indicatiu|-re|nosaltres| present indicatiu -re nosaltres complaure 
⊙ Ara mateix, ⊙vosaltres {{c1::complacéis::…complacer…}} (a l'amo)| complacer ends_in_er irregular_verb moderate_irregularity presente regular_form vosotros |complacer|complaure|2|P|I|P|0|al dueño|⊙ Ahora mismo, ⊙vosotros {{c1::complacéis::…complacer…}} (al dueño)|complaeu|VMIP2P00|central|M|0|||⊙ Ara mateix, ⊙vosaltres | (a l'amo)|⊙ Ara mateix, ⊙vosaltres {{c1::complaeu::…complaure…}} (a l'amo)|present|indicatiu|-re|vosaltres| present indicatiu -re vosaltres complaure 
⊙ Ara mateix, ⊙ells/elles/vostès {{c1::complacen::…complacer…}} (a l'amo)| complacer ellos_ellas_ustedes ends_in_er irregular_verb moderate_irregularity presente regular_form |complacer|complaure|3|P|I|P|0|al dueño|⊙ Ahora mismo, ⊙ellos/ellas/ustedes {{c1::complacen::…complacer…}} (al dueño)|complauen|VMIP3P00|central|M|0|||⊙ Ara mateix, ⊙ells/elles/vostès | (a l'amo)|⊙ Ara mateix, ⊙ells/elles/vostès {{c1::complauen::…complaure…}} (a l'amo)|present|indicatiu|-re|ells/elles/vostès| present indicatiu -re ells/elles/vostès complaure 
⇠ En aquella època, sovint, ⇠jo {{c1::complacía::…complacer…}} (a l'amo)| complacer ends_in_er imperfecto irregular_verb moderate_irregularity regular_form yo |complacer|complaure|1|S|I|I|0|al dueño|⇠ En esa época, a menudo, ⇠yo {{c1::complacía::…complacer…}} (al dueño)|complaïa|VMII1S00|central|M|0|||⇠ En aquella època, sovint, ⇠jo | (a l'amo)|⇠ En aquella època, sovint, ⇠jo {{c1::complaïa::…complaure…}} (a l'amo)|imperfet|indicatiu|-re|jo| imperfet indicatiu -re jo complaure 
⇠ En aquella època, sovint, ⇠tu {{c1::complacías::…complacer…}} (a l'amo)| complacer ends_in_er imperfecto irregular_verb moderate_irregularity regular_form tú_vos |complacer|complaure|2|S|I|I|0|al dueño|⇠ En esa época, a menudo, ⇠tú/vos {{c1::complacías::…complacer…}} (al dueño)|complaïes|VMII2S00|central|M|0|||⇠ En aquella època, sovint, ⇠tu | (a l'amo)|⇠ En aquella època, sovint, ⇠tu {{c1::complaïes::…complaure…}} (a l'amo)|imperfet|indicatiu|-re|tu| imperfet indicatiu -re tu complaure 
⇠ En aquella època, sovint, ⇠ell/ella/vostè {{c1::complacía::…complacer…}} (a l'amo)| complacer ends_in_er imperfecto irregular_verb moderate_irregularity regular_form él_ella_usted |complacer|complaure|3|S|I|I|0|al dueño|⇠ En esa época, a menudo, ⇠él/ella/usted {{c1::complacía::…complacer…}} (al dueño)|complaïa|VMII3S00|central|M|0|||⇠ En aquella època, sovint, ⇠ell/ella/vostè | (a l'amo)|⇠ En aquella època, sovint, ⇠ell/ella/vostè {{c1::complaïa::…complaure…}} (a l'amo)|imperfet|indicatiu|-re|ell/ella/vostè| imperfet indicatiu -re ell/ella/vostè complaure 
⇠ En aquella època, sovint, ⇠nosaltres {{c1::complacíamos::…complacer…}} (a l'amo)| complacer ends_in_er imperfecto irregular_verb moderate_irregularity nosotros regular_form |complacer|complaure|1|P|I|I|0|al dueño|⇠ En esa época, a menudo, ⇠nosotros {{c1::complacíamos::…complacer…}} (al dueño)|complaíem|VMII1P00|central|M|0|||⇠ En aquella època, sovint, ⇠nosaltres | (a l'amo)|⇠ En aquella època, sovint, ⇠nosaltres {{c1::complaíem::…complaure…}} (a l'amo)|imperfet|indicatiu|-re|nosaltres| imperfet indicatiu -re nosaltres complaure 
⇠ En aquella època, sovint, ⇠vosaltres {{c1::complacíais::…complacer…}} (a l'amo)| complacer ends_in_er imperfecto irregular_verb moderate_irregularity regular_form vosotros |complacer|complaure|2|P|I|I|0|al dueño|⇠ En esa época, a menudo, ⇠vosotros {{c1::complacíais::…complacer…}} (al dueño)|complaíeu|VMII2P00|central|M|0|||⇠ En aquella època, sovint, ⇠vosaltres | (a l'amo)|⇠ En aquella època, sovint, ⇠vosaltres {{c1::complaíeu::…complaure…}} (a l'amo)|imperfet|indicatiu|-re|vosaltres| imperfet indicatiu -re vosaltres complaure 
⇠ En aquella època, sovint, ⇠ells/elles/vostès {{c1::complacían::…complacer…}} (a l'amo)| complacer ellos_ellas_ustedes ends_in_er imperfecto irregular_verb moderate_irregularity regular_form |complacer|complaure|3|P|I|I|0|al dueño|⇠ En esa época, a menudo, ⇠ellos/ellas/ustedes {{c1::complacían::…complacer…}} (al dueño)|complaïen|VMII3P00|central|M|0|||⇠ En aquella època, sovint, ⇠ells/elles/vostès | (a l'amo)|⇠ En aquella època, sovint, ⇠ells/elles/vostès {{c1::complaïen::…complaure…}} (a l'amo)|imperfet|indicatiu|-re|ells/elles/vostès| imperfet indicatiu -re ells/elles/vostès complaure 
↧ En aquell moment ↧jo {{c1::complací::…complacer…}} (a l'amo)| complacer ends_in_er indefinido irregular_verb moderate_irregularity regular_form yo |complacer|complaure|1|S|I|passat_perifrastic|0|al dueño|↧ En aquel momento ↧yo {{c1::complací::…complacer…}} (al dueño)|vaig complaure||||||vaig|↧ En aquell moment ↧jo | (a l'amo)|↧ En aquell moment ↧jo {{c1::vaig complaure::…complaure…}} (a l'amo)|passat_perifrastic|indicatiu|-re|jo| passat_perifrastic indicatiu -re jo complaure 
↧ En aquell moment ↧tu {{c1::complaciste::…complacer…}} (a l'amo)| complacer ends_in_er indefinido irregular_verb moderate_irregularity regular_form tú_vos |complacer|complaure|2|S|I|passat_perifrastic|0|al dueño|↧ En aquel momento ↧tú/vos {{c1::complaciste::…complacer…}} (al dueño)|vas complaure||||||vas|↧ En aquell moment ↧tu | (a l'amo)|↧ En aquell moment ↧tu {{c1::vas complaure::…complaure…}} (a l'amo)|passat_perifrastic|indicatiu|-re|tu| passat_perifrastic indicatiu -re tu complaure 
"↧ En aquell moment ↧ell/ella/vostè {{c1::complació | complugo::…complacer…}} (a l'amo)"| complacer ends_in_er indefinido irregular_form irregular_verb moderate_irregularity él_ella_usted |complacer|complaure|3|S|I|passat_perifrastic|0|al dueño|"↧ En aquel momento ↧él/ella/usted {{c1::complació | complugo::…complacer…}} (al dueño)"|va complaure||||||va|↧ En aquell moment ↧ell/ella/vostè | (a l'amo)|↧ En aquell moment ↧ell/ella/vostè {{c1::va complaure::…complaure…}} (a l'amo)|passat_perifrastic|indicatiu|-re|ell/ella/vostè| passat_perifrastic indicatiu -re ell/ella/vostè complaure 
↧ En aquell moment ↧nosaltres {{c1::complacimos::…complacer…}} (a l'amo)| complacer ends_in_er indefinido irregular_verb moderate_irregularity nosotros regular_form |complacer|complaure|1|P|I|passat_perifrastic|0|al dueño|↧ En aquel momento ↧nosotros {{c1::complacimos::…complacer…}} (al dueño)|vam complaure||||||vam|↧ En aquell moment ↧nosaltres | (a l'amo)|↧ En aquell moment ↧nosaltres {{c1::vam complaure::…complaure…}} (a l'amo)|passat_perifrastic|indicatiu|-re|nosaltres| passat_perifrastic indicatiu -re nosaltres complaure 
↧ En aquell moment ↧vosaltres {{c1::complacisteis::…complacer…}} (a l'amo)| complacer ends_in_er indefinido irregular_verb moderate_irregularity regular_form vosotros |complacer|complaure|2|P|I|passat_perifrastic|0|al dueño|↧ En aquel momento ↧vosotros {{c1::complacisteis::…complacer…}} (al dueño)|vau complaure||||||vau|↧ En aquell moment ↧vosaltres | (a l'amo)|↧ En aquell moment ↧vosaltres {{c1::vau complaure::…complaure…}} (a l'amo)|passat_perifrastic|indicatiu|-re|vosaltres| passat_perifrastic indicatiu -re vosaltres complaure 
↧ En aquell moment ↧ells/elles/vostès {{c1::complacieron::…complacer…}} (a l'amo)| complacer ellos_ellas_ustedes ends_in_er indefinido irregular_verb moderate_irregularity regular_form |complacer|complaure|3|P|I|passat_perifrastic|0|al dueño|↧ En aquel momento ↧ellos/ellas/ustedes {{c1::complacieron::…complacer…}} (al dueño)|van complaure||||||van|↧ En aquell moment ↧ells/elles/vostès | (a l'amo)|↧ En aquell moment ↧ells/elles/vostès {{c1::van complaure::…complaure…}} (a l'amo)|passat_perifrastic|indicatiu|-re|ells/elles/vostès| passat_perifrastic indicatiu -re ells/elles/vostès complaure 
→ En el futur, →jo {{c1::complaceré::…complacer…}} (a l'amo)| complacer ends_in_er futuro irregular_verb moderate_irregularity regular_form yo |complacer|complaure|1|S|I|F|0|al dueño|→ En el futuro, →yo {{c1::complaceré::…complacer…}} (al dueño)|complauré|VMIF1S00|central|M|0|||→ En el futur, →jo | (a l'amo)|→ En el futur, →jo {{c1::complauré::…complaure…}} (a l'amo)|futur|indicatiu|-re|jo| futur indicatiu -re jo complaure 
→ En el futur, →tu {{c1::complacerás::…complacer…}} (a l'amo)| complacer ends_in_er futuro irregular_verb moderate_irregularity regular_form tú_vos |complacer|complaure|2|S|I|F|0|al dueño|→ En el futuro, →tú/vos {{c1::complacerás::…complacer…}} (al dueño)|complauràs|VMIF2S00|central|M|0|||→ En el futur, →tu | (a l'amo)|→ En el futur, →tu {{c1::complauràs::…complaure…}} (a l'amo)|futur|indicatiu|-re|tu| futur indicatiu -re tu complaure 
→ En el futur, →ell/ella/vostè {{c1::complacerá::…complacer…}} (a l'amo)| complacer ends_in_er futuro irregular_verb moderate_irregularity regular_form él_ella_usted |complacer|complaure|3|S|I|F|0|al dueño|→ En el futuro, →él/ella/usted {{c1::complacerá::…complacer…}} (al dueño)|complaurà|VMIF3S00|central|M|0|||→ En el futur, →ell/ella/vostè | (a l'amo)|→ En el futur, →ell/ella/vostè {{c1::complaurà::…complaure…}} (a l'amo)|futur|indicatiu|-re|ell/ella/vostè| futur indicatiu -re ell/ella/vostè complaure 
→ En el futur, →nosaltres {{c1::complaceremos::…complacer…}} (a l'amo)| complacer ends_in_er futuro irregular_verb moderate_irregularity nosotros regular_form |complacer|complaure|1|P|I|F|0|al dueño|→ En el futuro, →nosotros {{c1::complaceremos::…complacer…}} (al dueño)|complaurem|VMIF1P00|central|M|0|||→ En el futur, →nosaltres | (a l'amo)|→ En el futur, →nosaltres {{c1::complaurem::…complaure…}} (a l'amo)|futur|indicatiu|-re|nosaltres| futur indicatiu -re nosaltres complaure 
→ En el futur, →vosaltres {{c1::complaceréis::…complacer…}} (a l'amo)| complacer ends_in_er futuro irregular_verb moderate_irregularity regular_form vosotros |complacer|complaure|2|P|I|F|0|al dueño|→ En el futuro, →vosotros {{c1::complaceréis::…complacer…}} (al dueño)|complaureu|VMIF2P00|central|M|0|||→ En el futur, →vosaltres | (a l'amo)|→ En el futur, →vosaltres {{c1::complaureu::…complaure…}} (a l'amo)|futur|indicatiu|-re|vosaltres| futur indicatiu -re vosaltres complaure 
→ En el futur, →ells/elles/vostès {{c1::complacerán::…complacer…}} (a l'amo)| complacer ellos_ellas_ustedes ends_in_er futuro irregular_verb moderate_irregularity regular_form |complacer|complaure|3|P|I|F|0|al dueño|→ En el futuro, →ellos/ellas/ustedes {{c1::complacerán::…complacer…}} (al dueño)|complauran|VMIF3P00|central|M|0|||→ En el futur, →ells/elles/vostès | (a l'amo)|→ En el futur, →ells/elles/vostès {{c1::complauran::…complaure…}} (a l'amo)|futur|indicatiu|-re|ells/elles/vostès| futur indicatiu -re ells/elles/vostès complaure 
… Si passés això, …jo {{c1::complacería::…complacer…}} (a l'amo)| complacer condicional ends_in_er irregular_verb moderate_irregularity regular_form yo |complacer|complaure|1|S|I|C|0|al dueño|… Si ocurriese esto, …yo {{c1::complacería::…complacer…}} (al dueño)|complauria|VMIC1S00|central|M|0|||… Si passés això, …jo | (a l'amo)|… Si passés això, …jo {{c1::complauria::…complaure…}} (a l'amo)|condicional|indicatiu|-re|jo| condicional indicatiu -re jo complaure 
… Si sucediera esto, …tu {{c1::complacerías::…complacer…}} (a l'amo)| complacer condicional ends_in_er irregular_verb moderate_irregularity regular_form tú_vos |complacer|complaure|2|S|I|C|0|al dueño|… Si sucediera esto, …tú/vos {{c1::complacerías::…complacer…}} (al dueño)|complauries|VMIC2S00|central|M|0|||… Si sucediera esto, …tu | (a l'amo)|… Si sucediera esto, …tu {{c1::complauries::…complaure…}} (a l'amo)|condicional|indicatiu|-re|tu| condicional indicatiu -re tu complaure 
… Si s'esdevingués alguna cosa, …ell/ella/vostè {{c1::complacería::…complacer…}} (a l'amo)| complacer condicional ends_in_er irregular_verb moderate_irregularity regular_form él_ella_usted |complacer|complaure|3|S|I|C|0|al dueño|… Si acaeciera algo, …él/ella/usted {{c1::complacería::…complacer…}} (al dueño)|complauria|VMIC3S00|central|M|0|||… Si s'esdevingués alguna cosa, …ell/ella/vostè | (a l'amo)|… Si s'esdevingués alguna cosa, …ell/ella/vostè {{c1::complauria::…complaure…}} (a l'amo)|condicional|indicatiu|-re|ell/ella/vostè| condicional indicatiu -re ell/ella/vostè complaure 
… Si passés alguna cosa, …nosaltres {{c1::complaceríamos::…complacer…}} (a l'amo)| complacer condicional ends_in_er irregular_verb moderate_irregularity nosotros regular_form |complacer|complaure|1|P|I|C|0|al dueño|… Si pasara algo, …nosotros {{c1::complaceríamos::…complacer…}} (al dueño)|complauríem|VMIC1P00|central|M|0|||… Si passés alguna cosa, …nosaltres | (a l'amo)|… Si passés alguna cosa, …nosaltres {{c1::complauríem::…complaure…}} (a l'amo)|condicional|indicatiu|-re|nosaltres| condicional indicatiu -re nosaltres complaure 
… Si s'esdevingués això, …vosaltres {{c1::complaceríais::…complacer…}} (a l'amo)| complacer condicional ends_in_er irregular_verb moderate_irregularity regular_form vosotros |complacer|complaure|2|P|I|C|0|al dueño|… Si aconteciese esto, …vosotros {{c1::complaceríais::…complacer…}} (al dueño)|complauríeu|VMIC2P00|central|M|0|||… Si s'esdevingués això, …vosaltres | (a l'amo)|… Si s'esdevingués això, …vosaltres {{c1::complauríeu::…complaure…}} (a l'amo)|condicional|indicatiu|-re|vosaltres| condicional indicatiu -re vosaltres complaure 
… Si es produís això, …ells/elles/vostès {{c1::complacerían::…complacer…}} (a l'amo)| complacer condicional ellos_ellas_ustedes ends_in_er irregular_verb moderate_irregularity regular_form |complacer|complaure|3|P|I|C|0|al dueño|… Si se produjera esto, …ellos/ellas/ustedes {{c1::complacerían::…complacer…}} (al dueño)|complaurien|VMIC3P00|central|M|0|||… Si es produís això, …ells/elles/vostès | (a l'amo)|… Si es produís això, …ells/elles/vostès {{c1::complaurien::…complaure…}} (a l'amo)|condicional|indicatiu|-re|ells/elles/vostès| condicional indicatiu -re ells/elles/vostès complaure 
〰 Resulta divertit que 〰jo {{c1::complazca::…complacer…}} (a l'amo)| complacer ends_in_er irregular_form irregular_verb moderate_irregularity subjuntivo_presente yo |complacer|complaure|1|S|S|P|0|al dueño|〰 Resulta divertido que 〰yo {{c1::complazca::…complacer…}} (al dueño)|complagui|VMSP1S0Y|central|M|0|||〰 Resulta divertit que 〰jo | (a l'amo)|〰 Resulta divertit que 〰jo {{c1::complagui::…complaure…}} (a l'amo)|present|subjuntiu|-re|jo| present subjuntiu -re jo complaure 
〰 Resulta divertit que 〰tu {{c1::complazcas::…complacer…}} (a l'amo)| complacer ends_in_er irregular_form irregular_verb moderate_irregularity subjuntivo_presente tú_vos |complacer|complaure|2|S|S|P|0|al dueño|〰 Resulta divertido que 〰tú/vos {{c1::complazcas::…complacer…}} (al dueño)|complaguis|VMSP2S0Y|central|M|0|||〰 Resulta divertit que 〰tu | (a l'amo)|〰 Resulta divertit que 〰tu {{c1::complaguis::…complaure…}} (a l'amo)|present|subjuntiu|-re|tu| present subjuntiu -re tu complaure 
〰 Resulta divertit que 〰ell/ella/vostè {{c1::complazca::…complacer…}} (a l'amo)| complacer ends_in_er irregular_form irregular_verb moderate_irregularity subjuntivo_presente él_ella_usted |complacer|complaure|3|S|S|P|0|al dueño|〰 Resulta divertido que 〰él/ella/usted {{c1::complazca::…complacer…}} (al dueño)|complagui|VMSP3S0Y|central|M|0|||〰 Resulta divertit que 〰ell/ella/vostè | (a l'amo)|〰 Resulta divertit que 〰ell/ella/vostè {{c1::complagui::…complaure…}} (a l'amo)|present|subjuntiu|-re|ell/ella/vostè| present subjuntiu -re ell/ella/vostè complaure 
〰 Resulta divertit que 〰nosaltres {{c1::complazcamos::…complacer…}} (a l'amo)| complacer ends_in_er irregular_form irregular_verb moderate_irregularity nosotros subjuntivo_presente |complacer|complaure|1|P|S|P|0|al dueño|〰 Resulta divertido que 〰nosotros {{c1::complazcamos::…complacer…}} (al dueño)|complaguem|VMSP1P00|central|M|0|||〰 Resulta divertit que 〰nosaltres | (a l'amo)|〰 Resulta divertit que 〰nosaltres {{c1::complaguem::…complaure…}} (a l'amo)|present|subjuntiu|-re|nosaltres| present subjuntiu -re nosaltres complaure 
〰 Resulta divertit que 〰vosaltres {{c1::complazcáis::…complacer…}} (a l'amo)| complacer ends_in_er irregular_form irregular_verb moderate_irregularity subjuntivo_presente vosotros |complacer|complaure|2|P|S|P|0|al dueño|〰 Resulta divertido que 〰vosotros {{c1::complazcáis::…complacer…}} (al dueño)|complagueu|VMSP2P00|central|M|0|||〰 Resulta divertit que 〰vosaltres | (a l'amo)|〰 Resulta divertit que 〰vosaltres {{c1::complagueu::…complaure…}} (a l'amo)|present|subjuntiu|-re|vosaltres| present subjuntiu -re vosaltres complaure 
〰 Resulta divertit que 〰ells/elles/vostès {{c1::complazcan::…complacer…}} (a l'amo)| complacer ellos_ellas_ustedes ends_in_er irregular_form irregular_verb moderate_irregularity subjuntivo_presente |complacer|complaure|3|P|S|P|0|al dueño|〰 Resulta divertido que 〰ellos/ellas/ustedes {{c1::complazcan::…complacer…}} (al dueño)|complaguin|VMSP3P0Y|central|M|0|||〰 Resulta divertit que 〰ells/elles/vostès | (a l'amo)|〰 Resulta divertit que 〰ells/elles/vostès {{c1::complaguin::…complaure…}} (a l'amo)|present|subjuntiu|-re|ells/elles/vostès| present subjuntiu -re ells/elles/vostès complaure 
"↫ Va ser sorprenent que ↫jo {{c1::complaciera | complaciese::…complacer…}} (a l'amo)"| complacer ends_in_er irregular_verb moderate_irregularity regular_form subjuntivo_pasado yo |complacer|complaure|1|S|S|I|0|al dueño|"↫ Fue sorprendente que ↫yo {{c1::complaciera | complaciese::…complacer…}} (al dueño)"|complagués|VMSI1S01|central|M|0|||↫ Va ser sorprenent que ↫jo | (a l'amo)|↫ Va ser sorprenent que ↫jo {{c1::complagués::…complaure…}} (a l'amo)|imperfet|subjuntiu|-re|jo| imperfet subjuntiu -re jo complaure 
"↫ Va ser sorprenent que ↫tu {{c1::complacieras | complacieses::…complacer…}} (a l'amo)"| complacer ends_in_er irregular_verb moderate_irregularity regular_form subjuntivo_pasado tú_vos |complacer|complaure|2|S|S|I|0|al dueño|"↫ Fue sorprendente que ↫tú/vos {{c1::complacieras | complacieses::…complacer…}} (al dueño)"|complaguessis|VMSI2S02|central|M|0|||↫ Va ser sorprenent que ↫tu | (a l'amo)|↫ Va ser sorprenent que ↫tu {{c1::complaguessis::…complaure…}} (a l'amo)|imperfet|subjuntiu|-re|tu| imperfet subjuntiu -re tu complaure 
"↫ Va ser sorprenent que ↫ell/ella/vostè {{c1::complaciera | complaciese | compluguiera | compluguiese::…complacer…}} (a l'amo)"| complacer ends_in_er irregular_form irregular_verb moderate_irregularity subjuntivo_pasado él_ella_usted |complacer|complaure|3|S|S|I|0|al dueño|"↫ Fue sorprendente que ↫él/ella/usted {{c1::complaciera | complaciese | compluguiera | compluguiese::…complacer…}} (al dueño)"|complagués|VMSI3S01|central|M|0|||↫ Va ser sorprenent que ↫ell/ella/vostè | (a l'amo)|↫ Va ser sorprenent que ↫ell/ella/vostè {{c1::complagués::…complaure…}} (a l'amo)|imperfet|subjuntiu|-re|ell/ella/vostè| imperfet subjuntiu -re ell/ella/vostè complaure 
"↫ Va ser sorprenent que ↫nosaltres {{c1::complaciéramos | complaciésemos::…complacer…}} (a l'amo)"| complacer ends_in_er irregular_verb moderate_irregularity nosotros regular_form subjuntivo_pasado |complacer|complaure|1|P|S|I|0|al dueño|"↫ Fue sorprendente que ↫nosotros {{c1::complaciéramos | complaciésemos::…complacer…}} (al dueño)"|complaguéssim|VMSI1P02|central|M|0|||↫ Va ser sorprenent que ↫nosaltres | (a l'amo)|↫ Va ser sorprenent que ↫nosaltres {{c1::complaguéssim::…complaure…}} (a l'amo)|imperfet|subjuntiu|-re|nosaltres| imperfet subjuntiu -re nosaltres complaure 
"↫ Va ser sorprenent que ↫vosaltres {{c1::complacierais | complacieseis::…complacer…}} (a l'amo)"| complacer ends_in_er irregular_verb moderate_irregularity regular_form subjuntivo_pasado vosotros |complacer|complaure|2|P|S|I|0|al dueño|"↫ Fue sorprendente que ↫vosotros {{c1::complacierais | complacieseis::…complacer…}} (al dueño)"|complaguéssiu|VMSI2P02|central|M|0|||↫ Va ser sorprenent que ↫vosaltres | (a l'amo)|↫ Va ser sorprenent que ↫vosaltres {{c1::complaguéssiu::…complaure…}} (a l'amo)|imperfet|subjuntiu|-re|vosaltres| imperfet subjuntiu -re vosaltres complaure 
